Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (km),Power Plays,Player Load,Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),game_type,playing position
44434,ETH Vs SERALION August 26 2021,Player 57,2nd.quarter, game Friendly-Game,44434.66797,44434.70143,2891,5.548,48,238.6547,0.666,0.1802,away,FB
44434,ETH Vs SERALION August 26 2021,Player 2,2nd.quarter, game Friendly-Game,44434.68252,44434.70122,1616,3.7628,37,163.966,0.4995,0.0244,away,FW
44434,ETH Vs SERALION August 26 2021,Player 52,2nd.quarter, game Friendly-Game,44434.6673,44434.68894,1870,3.14,25,149.3076,0.3247,0.0721,away,FB
5/30/2022,Eth Vs Lesetho II,Player 64,all, game,44711.71309,44711.7572,3811,6.0504,44,259.8582,0.539,0.1187,away,FW
5/30/2022,Eth Vs Lesetho II,Player 61,all, game,44711.71392,44711.75673,3699,6.2319,48,295.1591,0.5754,0.0107,away,FB
5/30/2022,Eth Vs Lesetho II,Player 17,all, game,44711.71378,44711.75709,3742,6.1442,55,258.7802,0.6786,0.2052,away,FB
5/30/2022,Eth Vs Lesetho II,Player 20,all, game,44711.66565,44711.71127,3941,5.3615,38,252.8281,0.4615,0.132,away,FW
5/30/2022,Eth Vs Lesetho II,Player 6,all, game,44711.66565,44711.71407,4183,6.4155,49,294.9195,0.3958,0.0014,away,MF
5/30/2022,Eth Vs Lesetho II,Player 34,all, game,44711.66575,44711.75666,7855,11.0155,86,436.4801,1.0418,0.0999,away,FW
5/30/2022,Eth Vs Lesetho II,Player 48,all, game,44711.6657,44711.75914,8073,11.4053,83,540.0897,0.9029,0.156,away,CB
5/30/2022,Eth Vs Lesetho II,Player 54,all, game,44711.66566,44711.75649,7847,9.0046,52,476.7411,0.5119,0.0226,away,MF
5/30/2022,Eth Vs Lesetho II,Player 15,all, game,44711.66566,44711.75461,7685,13.4746,129,633.7657,1.6061,0.238,away,MF
5/30/2022,Eth Vs Lesetho II,Player 33,all, game,44711.66566,44711.75664,7861,11.7738,81,547.9451,0.9821,0.1529,away,CB
5/30/2022,Eth Vs Lesetho II,Player 16,all, game,44711.66566,44711.75677,7872,10.0587,63,480.7264,0.4969,0.0043,away,MF
5/30/2022,Eth Vs Lesetho II,Player 39,all, game,44711.66565,44711.75669,7865,9.1382,74,416.8097,0.9463,0.2478,away,FB
5/30/2022,Eth Vs Lesetho II,Player 57,all, game,44711.66565,44711.7142,4195,6.3547,58,287.8484,0.7996,0.1698,away,FB
5/30/2022,Eth Vs Lesetho II,Player 64,game, game,44711.7154,44711.74932,2931,5.754,44,241.8442,0.539,0.1187,away,FW
5/30/2022,Eth Vs Lesetho II,Player 61,game, game,44711.71548,44711.74927,2919,5.9075,46,276.4427,0.5603,0.0107,away,FB
5/30/2022,Eth Vs Lesetho II,Player 17,game, game,44711.71543,44711.74936,2931,5.7685,52,236.4197,0.6697,0.2052,away,FB
5/30/2022,Eth Vs Lesetho II,Player 20,game, game,44711.66872,44711.70212,2885,5.2426,38,248.6214,0.4615,0.132,away,FW
5/30/2022,Eth Vs Lesetho II,Player 6,game, game,44711.66877,44711.70204,2874,6.3206,49,276.3354,0.3958,0.0014,away,MF
5/30/2022,Eth Vs Lesetho II,Player 34,game, game,44711.66862,44711.7378,4824,10.5915,86,409.0388,1.0418,0.0999,away,FW
5/30/2022,Eth Vs Lesetho II,Player 48,game, game,44711.6687,44711.7498,5823,10.9957,83,501.226,0.9029,0.156,away,CB
5/30/2022,Eth Vs Lesetho II,Player 54,game, game,44711.66871,44711.7319,4299,8.3953,52,441.3053,0.5119,0.0226,away,MF
5/30/2022,Eth Vs Lesetho II,Player 15,game, game,44711.66874,44711.74934,5793,13.028,128,599.5006,1.5829,0.238,away,MF
5/30/2022,Eth Vs Lesetho II,Player 33,game, game,44711.66881,44711.74906,5779,11.2696,81,503.6915,0.9815,0.1529,away,CB
5/30/2022,Eth Vs Lesetho II,Player 16,game, game,44711.66872,44711.73212,4321,9.5782,63,450.89,0.4969,0.0043,away,MF
5/30/2022,Eth Vs Lesetho II,Player 39,game, game,44711.66872,44711.73175,4291,8.5944,74,370.537,0.9463,0.2478,away,FB
5/30/2022,Eth Vs Lesetho II,Player 57,game, game,44711.66871,44711.70213,2887,6.2746,58,280.953,0.797,0.1698,away,FB
5/30/2022,Eth Vs Lesetho II,Player 64,2nd.quarter, game,44711.7154,44711.74932,2931,5.754,44,241.8442,0.539,0.1187,away,FW
5/30/2022,Eth Vs Lesetho II,Player 61,2nd.quarter, game,44711.71548,44711.74927,2919,5.9075,46,276.4427,0.5603,0.0107,away,FB
5/30/2022,Eth Vs Lesetho II,Player 17,2nd.quarter, game,44711.71543,44711.74936,2931,5.7685,52,236.4197,0.6697,0.2052,away,FB
5/30/2022,Eth Vs Lesetho II,Player 34,2nd.quarter, game,44711.71537,44711.7378,1938,3.9659,31,152.3595,0.3969,0.025,away,FW
5/30/2022,Eth Vs Lesetho II,Player 48,2nd.quarter, game,44711.7158,44711.7498,2938,5.0848,43,230.9605,0.5051,0.1132,away,CB
5/30/2022,Eth Vs Lesetho II,Player 54,2nd.quarter, game,44711.71548,44711.7319,1419,2.625,17,142.032,0.166,0.0107,away,MF
5/30/2022,Eth Vs Lesetho II,Player 15,2nd.quarter, game,44711.71562,44711.74934,2913,6.3496,64,296.5864,0.7851,0.1362,away,MF
5/30/2022,Eth Vs Lesetho II,Player 33,2nd.quarter, game,44711.71537,44711.74906,2911,5.308,39,238.994,0.4974,0.0601,away,CB
5/30/2022,Eth Vs Lesetho II,Player 16,2nd.quarter, game,44711.7154,44711.73212,1445,3.0367,22,141.2442,0.112,0,away,MF
5/30/2022,Eth Vs Lesetho II,Player 39,2nd.quarter, game,44711.71539,44711.73175,1413,2.7722,22,124.7866,0.2583,0.029,away,FB
5/30/2022,Eth Vs Lesetho II,Player 20,1st.quarter, game,44711.66872,44711.70212,2885,5.2426,38,248.6214,0.4615,0.132,away,FW
5/30/2022,Eth Vs Lesetho II,Player 6,1st.quarter, game,44711.66877,44711.70204,2874,6.3206,49,276.3354,0.3958,0.0014,away,MF
5/30/2022,Eth Vs Lesetho II,Player 34,1st.quarter, game,44711.66862,44711.70202,2886,6.6256,55,256.6793,0.6449,0.0748,away,FW
5/30/2022,Eth Vs Lesetho II,Player 48,1st.quarter, game,44711.6687,44711.70209,2885,5.9109,40,270.2655,0.3977,0.0428,away,CB
5/30/2022,Eth Vs Lesetho II,Player 54,1st.quarter, game,44711.66871,44711.70205,2881,5.7702,35,299.2733,0.3459,0.0118,away,MF
5/30/2022,Eth Vs Lesetho II,Player 15,1st.quarter, game,44711.66874,44711.70208,2880,6.6784,64,302.9141,0.7978,0.1017,away,MF
5/30/2022,Eth Vs Lesetho II,Player 33,1st.quarter, game,44711.66881,44711.70201,2868,5.9615,42,264.6975,0.4841,0.0928,away,CB
5/30/2022,Eth Vs Lesetho II,Player 16,1st.quarter, game,44711.66872,44711.70201,2876,6.5415,41,309.6459,0.3849,0.0043,away,MF
5/30/2022,Eth Vs Lesetho II,Player 39,1st.quarter, game,44711.66872,44711.70203,2878,5.8221,52,245.7504,0.688,0.2189,away,FB
5/30/2022,Eth Vs Lesetho II,Player 57,1st.quarter, game,44711.66871,44711.70213,2887,6.2746,58,280.953,0.797,0.1698,away,FB
44511,ETH VS GHANA (WC Qualification),Player 47,game,,,,5748,9.4,52,469.7982,0.5084,0.0911,away,CB
44511,ETH VS GHANA (WC Qualification),Player 11,game,,,,5751,9.1,43,418.2422,0.458,0.0749,away,CB
44511,ETH VS GHANA (WC Qualification),Player 52,game,,,,5702,9.8,75,471.163,0.9922,0.2405,away,FB
44511,ETH VS GHANA (WC Qualification),Player 13,game,,,,5761,9.8,78,492.0913,0.9391,0.2237,away,FB
44511,ETH VS GHANA (WC Qualification),Player 6,game,,,,3793,7.7,52,344.0072,0.6184,0.041,away,MF
44511,ETH VS GHANA (WC Qualification),Player 54,game,,,,4621,8.5,58,434.0606,0.5312,0.033,away,MF
44511,ETH VS GHANA (WC Qualification),Player 46,game,,,,588,0.4,2,17.4302,0.0129,0,away,MF
44511,ETH VS GHANA (WC Qualification),Player 3,game,,,,5762,9.2,68,372.9985,0.9116,0.2122,away,FW
44511,ETH VS GHANA (WC Qualification),Player 32,game,,,,4596,7.7,37,304.066,0.4097,0.0492,away,FW
44511,ETH VS GHANA (WC Qualification),Player 20,game,,,,5758,10.3,90,481.8635,0.9576,0.1844,away,FW
44511,ETH VS GHANA (WC Qualification),Player 47,1st.quarter,,,,2815,4.9,29,244.9778,0.3178,0.0357,away,CB
44511,ETH VS GHANA (WC Qualification),Player 11,1st.quarter,,,,2828,4.7,21,213.0028,0.2267,0.0353,away,CB
44511,ETH VS GHANA (WC Qualification),Player 52,1st.quarter,,,,2823,5.4,39,259.8996,0.5699,0.183,away,FB
44511,ETH VS GHANA (WC Qualification),Player 13,1st.quarter,,,,2822,5.1,40,252.7648,0.3908,0.1522,away,FB
44511,ETH VS GHANA (WC Qualification),Player 6,1st.quarter,,,,2803,6.1,44,267.6061,0.552,0.041,away,MF
44511,ETH VS GHANA (WC Qualification),Player 54,1st.quarter,,,,2816,5.4,39,275.3514,0.3576,0.0308,away,MF
44511,ETH VS GHANA (WC Qualification),Player 46,1st.quarter,,,,229,0.2,2,7.9443,0.0129,0,away,MF
44511,ETH VS GHANA (WC Qualification),Player 3,1st.quarter,,,,2827,4.9,37,198.8617,0.4843,0.107,away,FW
44511,ETH VS GHANA (WC Qualification),Player 32,1st.quarter,,,,2799,4.7,22,185.7462,0.2667,0.0123,away,FW
44511,ETH VS GHANA (WC Qualification),Player 20,1st.quarter,,,,2815,5.4,48,249.1338,0.5685,0.0488,away,FW
44511,ETH VS GHANA (WC Qualification),Player 52,2nd.quarter,,,,2879,4.4,36,211.2634,0.4223,0.0575,away,FB
44511,ETH VS GHANA (WC Qualification),Player 13,2nd.quarter,,,,2939,4.7,38,239.3264,0.5483,0.0715,away,FB
44511,ETH VS GHANA (WC Qualification),Player 47,2nd.quarter,,,,2933,4.5,23,224.8204,0.1906,0.0554,away,CB
44511,ETH VS GHANA (WC Qualification),Player 11,2nd.quarter,,,,2923,4.4,22,205.2394,0.2313,0.0395,away,CB
44511,ETH VS GHANA (WC Qualification),Player 46,2nd.quarter,,,,359,0.2,0,9.4859,0,0,away,MF
44511,ETH VS GHANA (WC Qualification),Player 6,2nd.quarter,,,,990,1.6,8,76.4011,0.0664,0,away,MF
44511,ETH VS GHANA (WC Qualification),Player 54,2nd.quarter,,,,1805,3.1,19,158.7092,0.1736,0.0021,away,MF
44511,ETH VS GHANA (WC Qualification),Player 3,2nd.quarter,,,,2935,4.3,31,174.1368,0.4273,0.1052,away,FW
44511,ETH VS GHANA (WC Qualification),Player 32,2nd.quarter,,,,1797,2.9,15,118.3198,0.143,0.0369,away,FW
44511,ETH VS GHANA (WC Qualification),Player 20,2nd.quarter,,,,2943,4.9,42,232.7297,0.3891,0.1355,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 3,all, game afcon2023,44721.74727,44721.83752,7798,11.0091,119,458.2703,1.3933,0.2915,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 47,all, game afcon2023,44721.74734,44721.83736,7778,11.0341,46,587.2605,0.3318,0.1105,away,CB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 31,all, game afcon2023,44721.74734,44721.8374,7780,13.1264,96,513.8718,1.1466,0.1281,away,MF
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 63,all, game afcon2023,44721.74734,44721.8411,8100,12.389,73,531.3111,0.5806,0.0389,away,CB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 20,all, game afcon2023,44721.74725,44721.83776,7820,10.6957,89,491.7967,1.1159,0.3314,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 13,all, game afcon2023,44721.74711,44721.83708,7773,11.6469,93,576.2476,1.1372,0.3007,away,FB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 6,all, game afcon2023,44721.7471,44721.78549,3317,6.7112,63,293.9152,0.805,0.0422,away,MF
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 54,all, game afcon2023,44721.74718,44721.78623,3373,6.3481,48,323.6344,0.4675,0.0734,away,MF
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 52,all, game afcon2023,44721.747,44721.83841,7898,11.781,93,580.6777,1.2737,0.1509,away,FB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 8,all, game afcon2023,44721.74734,44721.83816,7846,11.988,102,539.9972,1.5235,0.2068,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 3,game, game afcon2023,44721.75009,44721.82851,5964,10.1163,116,407.4462,1.3752,0.2915,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 47,game, game afcon2023,44721.75137,44721.82847,5826,9.6591,44,517.0131,0.3292,0.1105,away,CB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 31,game, game afcon2023,44721.75137,44721.8284,5811,11.4307,91,449.137,1.0685,0.1222,away,MF
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 63,game, game afcon2023,44721.75133,44721.82844,5819,10.5671,71,462.5086,0.5765,0.0389,away,CB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 20,game, game afcon2023,44721.75141,44721.82433,5468,9.8066,87,443.0344,1.1066,0.3314,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 13,game, game afcon2023,44721.75132,44721.82851,5829,10.365,88,506.7512,1.133,0.3007,away,FB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 6,game, game afcon2023,44721.75139,44721.78402,2820,6.4266,63,280.4514,0.805,0.0422,away,MF
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 54,game, game afcon2023,44721.7517,44721.78406,2796,5.9177,47,305.6815,0.466,0.0734,away,MF
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 52,game, game afcon2023,44721.75068,44721.82848,5882,10.5774,87,516.7246,1.193,0.1494,away,FB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 8,game, game afcon2023,44721.75141,44721.8243,5447,10.7552,98,484.9,1.4744,0.2068,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 3,1st.quarter, game afcon2023,44721.75009,44721.78441,2965,5.3194,56,215.1872,0.7125,0.1966,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 47,1st.quarter, game afcon2023,44721.75137,44721.78405,2823,5.1668,25,278.1768,0.1793,0.0638,away,CB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 31,1st.quarter, game afcon2023,44721.75137,44721.78406,2825,6.0167,52,238.9894,0.5807,0.0967,away,MF
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 63,1st.quarter, game afcon2023,44721.75133,44721.78403,2825,5.5691,39,244.2716,0.3246,0.025,away,CB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 20,1st.quarter, game afcon2023,44721.75141,44721.78411,2825,5.4819,51,249.2623,0.657,0.192,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 13,1st.quarter, game afcon2023,44721.75132,44721.78404,2827,5.413,52,267.0697,0.6605,0.1575,away,FB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 6,1st.quarter, game afcon2023,44721.75139,44721.78402,2820,6.4266,63,280.4514,0.805,0.0422,away,MF
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 54,1st.quarter, game afcon2023,44721.7517,44721.78406,2796,5.9177,47,305.6815,0.466,0.0734,away,MF
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 52,1st.quarter, game afcon2023,44721.75068,44721.78397,2876,5.666,53,278.1692,0.7784,0.0917,away,FB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 8,1st.quarter, game afcon2023,44721.75141,44721.78397,2814,5.9772,54,270.6083,0.8162,0.1086,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 3,2nd.quarter, game afcon2023,44721.7938,44721.82851,2999,4.797,60,192.259,0.6627,0.0949,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 47,2nd.quarter, game afcon2023,44721.79372,44721.82847,3002,4.4923,19,238.8362,0.1499,0.0466,away,CB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 31,2nd.quarter, game afcon2023,44721.79383,44721.8284,2986,5.4139,39,210.1477,0.4878,0.0255,away,MF
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 63,2nd.quarter, game afcon2023,44721.7938,44721.82844,2994,4.998,32,218.237,0.2519,0.0139,away,CB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 20,2nd.quarter, game afcon2023,44721.79374,44721.82433,2643,4.3247,36,193.7721,0.4497,0.1394,away,FW
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 13,2nd.quarter, game afcon2023,44721.79376,44721.82851,3002,4.9519,36,239.6815,0.4726,0.1432,away,FB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 52,2nd.quarter, game afcon2023,44721.79369,44721.82848,3006,4.9114,34,238.5554,0.4146,0.0578,away,FB
6/9/2022,Eth Vs Egypt AFCON2023 QUAL,Player 8,2nd.quarter, game afcon2023,44721.79383,44721.8243,2633,4.778,44,214.2917,0.6582,0.0982,away,FW
44578,Eth vs Burkinafaso 2022,Player 11,game, game,,,5702,9.4,52,430.0341,0.5811,0.1353,away,CB
44578,Eth vs Burkinafaso 2022,Player 63,game, game,,,5668,10.6,68,441.6468,0.8171,0.063,away,CB
44578,Eth vs Burkinafaso 2022,Player 52,game, game,,,5722,10,67,486.9104,0.7634,0.1817,away,FB
44578,Eth vs Burkinafaso 2022,Player 13,game, game,,,5690,10,96,503.2813,1.124,0.1584,away,FB
44578,Eth vs Burkinafaso 2022,Player 58,game, game,,,4660,8.9,66,382.3878,0.8142,0.0273,away,MF
44578,Eth vs Burkinafaso 2022,Player 65,game, game,,,3761,7.4,69,340.7511,0.7131,0.0366,away,MF
44578,Eth vs Burkinafaso 2022,Player 6,game, game,,,5662,11.3,91,498.5949,0.9688,0.0788,away,MF
44578,Eth vs Burkinafaso 2022,Player 20,game, game,,,3720,6.1,45,273.8141,0.5409,0.14,away,FW
44578,Eth vs Burkinafaso 2022,Player 32,game, game,,,5726,8.9,45,365.598,0.4773,0.1226,away,FW
44578,Eth vs Burkinafaso 2022,Player 3,game, game,,,5719,10.1,87,407.2139,1.1486,0.2375,away,FW
44578,Eth vs Burkinafaso 2022,Player 11,1st.quarter, game,,,2778,4.7,30,216.8536,0.3856,0.0934,away,CB
44578,Eth vs Burkinafaso 2022,Player 63,1st.quarter, game,,,2809,5.3,32,223.8893,0.3882,0.0367,away,CB
44578,Eth vs Burkinafaso 2022,Player 52,1st.quarter, game,,,2810,5.1,37,249.447,0.4455,0.1109,away,FB
44578,Eth vs Burkinafaso 2022,Player 13,1st.quarter, game,,,2815,5.2,54,263.2716,0.6966,0.0923,away,FB
44578,Eth vs Burkinafaso 2022,Player 58,1st.quarter, game,,,2801,5.7,41,245.2799,0.4744,0.0043,away,MF
44578,Eth vs Burkinafaso 2022,Player 65,1st.quarter, game,,,2808,5.7,54,263.2141,0.5187,0.0366,away,MF
44578,Eth vs Burkinafaso 2022,Player 6,1st.quarter, game,,,2786,5.8,46,261.2545,0.5179,0.0328,away,MF
44578,Eth vs Burkinafaso 2022,Player 20,1st.quarter, game,,,2768,4.7,38,215.2501,0.4573,0.1304,away,FW
44578,Eth vs Burkinafaso 2022,Player 32,1st.quarter, game,,,2842,4.6,21,186.3782,0.1622,0.028,away,FW
44578,Eth vs Burkinafaso 2022,Player 3,1st.quarter, game,,,2813,4.9,43,199.3432,0.5452,0.0844,away,FW
1/17/2022,Eth vs Burkinafaso 2022,Player 11,2nd.quarter, game,,,2923,4.6,22,213.1805,0.1955,0.0419,away,CB
44578,Eth vs Burkinafaso 2022,Player 63,2nd.quarter, game,,,2860,5.2,36,217.7575,0.4289,0.0264,away,CB
44578,Eth vs Burkinafaso 2022,Player 52,2nd.quarter, game,,,2911,4.9,30,237.4634,0.3179,0.0708,away,FB
44578,Eth vs Burkinafaso 2022,Player 13,2nd.quarter, game,,,2875,4.8,42,240.0097,0.4274,0.0661,away,FB
44578,Eth vs Burkinafaso 2022,Player 58,2nd.quarter, game,,,1859,3.2,25,137.1079,0.3398,0.0231,away,MF
44578,Eth vs Burkinafaso 2022,Player 65,2nd.quarter, game,,,953,1.7,15,77.537,0.1944,0,away,MF
44578,Eth vs Burkinafaso 2022,Player 6,2nd.quarter, game,,,2875,5.5,45,237.3404,0.4509,0.046,away,MF
44578,Eth vs Burkinafaso 2022,Player 20,2nd.quarter, game,,,952,1.3,7,58.564,0.0836,0.0096,away,FW
44578,Eth vs Burkinafaso 2022,Player 32,2nd.quarter, game,,,2884,4.3,24,179.2198,0.3151,0.0945,away,FW
44578,Eth vs Burkinafaso 2022,Player 3,2nd.quarter, game,,,2906,5.2,44,207.8706,0.6033,0.1531,away,FW
1/9/2022,AFCON 2021 Ethi Vs Cape Verde,Player 63,game, game afcon-2021,,,442,0.8762,8,37.7503,0.0601,0,away,CB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 11,game, game afcon-2021,,,5763,9.4962,55,430.4087,0.6067,0.1013,away,CB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 52,game, game afcon-2021,,,5826,10.9,92,528.3935,1.1867,0.2811,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 57,game, game afcon-2021,,,5705,10.4,75,448.5391,0.9336,0.2106,away,FB
,AFCON 2021 Ethi Vs Cape Verde,Player 58,game, game,,,5019,10.2605,75,436.9898,0.8623,0.0266,away,MF
,AFCON 2021 Ethi Vs Cape Verde,Player 46,game, game,,,937,1.521,16,66.221,0.1422,0,away,MF
,AFCON 2021 Ethi Vs Cape Verde,Player 6,game,game,,,,9.7,80,169.3,1,0,away,MF
,AFCON 2021 Ethi Vs Cape Verde,Player 3,game, game,,,5032,8.792,81,352.1892,0.9508,0.2531,away,FW
,AFCON 2021 Ethi Vs Cape Verde,Player 32,game, game,,,3817,6.1534,41,242.8499,0.4945,0.1207,away,FW
,AFCON 2021 Ethi Vs Cape Verde,Player 8,game, game,,,2839,5.2961,53,232.7635,0.7358,0.1276,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 63,1st.quarter, game afcon-2021,,,44570.83352,44570.83864,0.8762,9.9217,0.4459,0.133,away,CB
1/9/2022,AFCON 2021 Ethi Vs Cape Verde,Player 11,1st.quarter, game afcon-2021,,,44570.83328,44570.86619,4.4821,7.4232,1.7727,0.3947,away,CB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 52,1st.quarter, game afcon-2021,,,2878,4.98,45,247.9519,0.5373,0.0841,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 57,1st.quarter, game afcon-2021,,,2772,4.58,29,204.1185,0.365,0.1066,away,FB
,AFCON 2021 Ethi Vs Cape Verde,Player 58,1st.quarter, game afcon-2021,,,2805,5.4,42,233.6156,0.4626,0.0007,away,MF
,AFCON 2021 Ethi Vs Cape Verde,Player 46,1st.quarter, game afcon-2021,,,937,1.5,16,66.221,0.1422,0,away,MF
,AFCON 2021 Ethi Vs Cape Verde,Player 6,1st.quarter, game training afcon-2021,,,2852,5.5,41,233.4962,0.5303,0.0014,away,MF
,AFCON 2021 Ethi Vs Cape Verde,Player 3,1st.quarter, game afcon-2021,,,2811,4.6,44,192.0367,0.439,0.1218,away,FW
,AFCON 2021 Ethi Vs Cape Verde,Player 32,1st.quarter, game afcon-2021,,,2820,4.5,25,175.7375,0.2937,0.0798,away,FW
,AFCON 2021 Ethi Vs Cape Verde,Player 8,1st.quarter, game training afcon-2021,,,2839,5.3,53,232.7635,0.7358,0.1276,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 11,2nd.quarter, game afcon-2021,,,2919,5.0142,29,224.2809,0.3377,0.0648,away,CB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 52,2nd.quarter, game afcon-2021,,,2948,5.871,47,280.4417,0.6494,0.197,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 57,2nd.quarter, game afcon-2021,,,2933,5.812,46,244.4206,0.5686,0.104,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 58,2nd.quarter, game afcon-2021,,,2214,4.8432,33,203.3742,0.3997,0.0259,away,MF
44570,AFCON 2021 Ethi Vs Cape Verde,Player 6,2nd quarter, game afcon-2021,,,1844,4.1399,39,169.3108,0.4527,0.0086,away,MF
44570,AFCON 2021 Ethi Vs Cape Verde,Player 3,2nd.quarter, game afcon-2021,,,2220,4.1535,37,160.1525,0.5117,0.1313,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 32,2nd.quarter, game afcon-2021,,,996,1.6978,16,67.1124,0.2008,0.0409,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 52,all, game afcon-2021,44570.83033,44570.91949,7704,11.1804,93,550.4282,1.1897,0.2811,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 57,all, game afcon-2021,44570.83017,44570.91963,7729,10.989,76,501.9212,0.9377,0.2106,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 3,all, game afcon-2021,44570.83033,44570.92483,8165,9.3088,84,385.4912,0.9971,0.2531,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 58,all, game afcon-2021,44570.83023,44570.92493,8181,10.7454,76,480.9339,0.8752,0.0266,away,MF
44570,AFCON 2021 Ethi Vs Cape Verde,Player 32,all, game afcon-2021,44570.83024,44570.91944,7707,6.6585,41,275.3501,0.4945,0.1207,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 46,all, game afcon-2021,44570.83033,44570.87489,3850,1.679,16,80.5832,0.1422,0,away,MF
44570,AFCON 2021 Ethi Vs Cape Verde,Player 63,all, game afcon-2021,44570.83024,44570.87473,3844,1.2751,9,67.7989,0.0782,0.0072,away,CB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 11,all, game afcon-2021,44570.83058,44570.91947,7680,9.9564,57,468.2563,0.6094,0.1013,away,CB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 6,all, game afcon-2021,44570.8895,44570.91912,2559,4.2717,39,184.7946,0.4527,0.0086,away,MF
44570,AFCON 2021 Ethi Vs Cape Verde,Player 8,all, game afcon-2021,44570.83033,44570.87465,3829,5.5029,53,243.1742,0.7358,0.1276,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 52,game, game afcon-2021,44570.83331,44570.91058,5826,10.8515,92,528.3935,1.1867,0.2811,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 57,game, game afcon-2021,44570.83406,44570.91069,5705,10.3925,75,448.5391,0.9336,0.2106,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 3,game, game afcon-2021,44570.83342,44570.90285,5032,8.792,81,352.1892,0.9508,0.2531,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 58,game, game afcon-2021,44570.83363,44570.90313,5019,10.2605,75,436.9898,0.8623,0.0266,away,MF
44570,AFCON 2021 Ethi Vs Cape Verde,Player 32,game, game afcon-2021,44570.83343,44570.88884,3817,6.1534,41,242.8499,0.4945,0.1207,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 46,game, game afcon-2021,44570.83296,44570.8438,937,1.521,16,66.221,0.1422,0,away,MF
