Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (km),Power Plays,Player Load,Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),game_type,playing position
44570,AFCON 2021 Ethi Vs Cape Verde,Player 63,game, game afcon-2021,44570.83352,44570.83864,442,0.8762,8,37.7503,0.0601,0,away,CB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 11,game, game afcon-2021,44570.83328,44570.91079,5763,9.4962,55,430.4087,0.6067,0.1013,away,CB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 6,game, game afcon-2021,44570.8895,44570.91084,1844,4.1399,39,169.3108,0.4527,0.0086,away,MF
44570,AFCON 2021 Ethi Vs Cape Verde,Player 8,game, game afcon-2021,44570.83314,44570.866,2839,5.2961,53,232.7635,0.7358,0.1276,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 52,1st.quarter, game afcon-2021,44570.83331,44570.86662,2878,4.9805,45,247.9519,0.5373,0.0841,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 57,1st.quarter, game afcon-2021,44570.83406,44570.86614,2772,4.5805,29,204.1185,0.365,0.1066,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 3,1st.quarter, game afcon-2021,44570.83342,44570.86596,2811,4.6386,44,192.0367,0.439,0.1218,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 58,1st.quarter, game afcon-2021,44570.83363,44570.8661,2805,5.4172,42,233.6156,0.4626,0.0007,away,MF
44570,AFCON 2021 Ethi Vs Cape Verde,Player 32,1st.quarter, game afcon-2021,44570.83343,44570.86607,2820,4.4556,25,175.7375,0.2937,0.0798,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 46,1st.quarter, game afcon-2021,44570.83296,44570.8438,937,1.521,16,66.221,0.1422,0,away,MF
44570,AFCON 2021 Ethi Vs Cape Verde,Player 63,1st.quarter, game afcon-2021,44570.83352,44570.83864,442,0.8762,8,37.7503,0.0601,0,away,CB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 11,1st.quarter, game afcon-2021,44570.83328,44570.86619,2844,4.4821,26,206.1278,0.2691,0.0365,away,CB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 6,1st.quarter, game afcon-2021,44570.8895,44570.91084,1844,4.1399,39,169.3108,0.4527,0.0086,away,MF
44570,AFCON 2021 Ethi Vs Cape Verde,Player 8,1st.quarter, game afcon-2021,44570.83314,44570.866,2839,5.2961,53,232.7635,0.7358,0.1276,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 52,2nd.quarter, game afcon-2021,44570.87646,44570.91058,2948,5.871,47,280.4417,0.6494,0.197,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 57,2nd.quarter, game afcon-2021,44570.87674,44570.91069,2933,5.812,46,244.4206,0.5686,0.104,away,FB
44570,AFCON 2021 Ethi Vs Cape Verde,Player 3,2nd.quarter, game afcon-2021,44570.87715,44570.90285,2220,4.1535,37,160.1525,0.5117,0.1313,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 58,2nd.quarter, game afcon-2021,44570.87751,44570.90313,2214,4.8432,33,203.3742,0.3997,0.0259,away,MF
44570,AFCON 2021 Ethi Vs Cape Verde,Player 32,2nd.quarter, game afcon-2021,44570.87731,44570.88884,996,1.6978,16,67.1124,0.2008,0.0409,away,FW
44570,AFCON 2021 Ethi Vs Cape Verde,Player 11,2nd.quarter, game afcon-2021,44570.877,44570.91079,2919,5.0142,29,224.2809,0.3377,0.0648,away,CB
7/11/2021,11072021U23 Vs Adama U201st half,Player 35,all, game friendly-match,44388.4726,44388.53579,5460,8.8589,56,397.6818,0.5576,0.0552,home,MF
44388,11072021U23 Vs Adama U201st half,Player 3,all, game friendly-match,44388.47225,44388.51603,3782,4.9957,45,202.5107,0.5373,0.2305,home,FW
44388,11072021U23 Vs Adama U201st half,Player 56,all, game friendly-match,44388.47156,44388.55221,6969,10.8361,69,444.6184,0.867,0.0935,home,CB
44388,11072021U23 Vs Adama U201st half,Player 19,all, game friendly-match,44388.4719,44388.516,3809,5.893,57,278.2045,0.594,0.1608,home,FW
44388,11072021U23 Vs Adama U201st half,Player 1,all, game friendly-match,44388.472,44388.51595,3797,6.7563,60,289.9323,0.9391,0.0448,home,MF
44388,11072021U23 Vs Adama U201st half,Player 43,all, game friendly-match,44388.47177,44388.53608,5556,8.0252,48,357.1909,0.5645,0.1429,home,CB
44388,11072021U23 Vs Adama U201st half,Player 36,all, game friendly-match,44388.47121,44388.55188,6970,10.8384,60,527.3815,0.7647,0.1118,home,FB
44388,11072021U23 Vs Adama U201st half,Player 66,all, game friendly-match,44388.47156,44388.55225,6972,10.8873,85,494.4353,1.1585,0.1918,home,FB
44388,11072021U23 Vs Adama U201st half,Player 62,all, game friendly-match,44388.47234,44388.53597,5497,8.8581,75,436.4774,0.8171,0.1013,home,MF
44388,11072021U23 Vs Adama U201st half,Player 35,game, game friendly-match,44388.47755,44388.53515,4116,8.2555,54,359.1473,0.5418,0.0502,home,MF
44388,11072021U23 Vs Adama U201st half,Player 3,game, game friendly-match,44388.4776,44388.50845,2666,4.6719,45,184.608,0.5373,0.2305,home,FW
44388,11072021U23 Vs Adama U201st half,Player 56,game, game friendly-match,44388.47701,44388.54999,5467,10.3095,69,413.1057,0.8633,0.0935,home,CB
44388,11072021U23 Vs Adama U201st half,Player 19,game, game friendly-match,44388.47758,44388.50841,2664,5.557,57,252.2763,0.594,0.1608,home,FW
44388,11072021U23 Vs Adama U201st half,Player 1,game, game friendly-match,44388.47733,44388.50872,2712,6.3515,60,260.8004,0.9385,0.0448,home,MF
44388,11072021U23 Vs Adama U201st half,Player 43,game, game friendly-match,44388.47711,44388.53536,4133,7.407,48,327.5046,0.5645,0.1429,home,CB
44388,11072021U23 Vs Adama U201st half,Player 36,game, game friendly-match,44388.47701,44388.5501,5414,10.2041,58,490.4116,0.751,0.1118,home,FB
44388,11072021U23 Vs Adama U201st half,Player 66,game, game friendly-match,44388.4771,44388.54994,5385,10.23,85,455.3752,1.1585,0.1918,home,FB
44388,11072021U23 Vs Adama U201st half,Player 62,game, game friendly-match,44388.4777,44388.53547,4119,8.2655,75,399.1499,0.8102,0.1013,home,MF
44388,11072021U23 Vs Adama U201st half,Player 35,1st.quarter, game friendly-match,44388.47755,44388.50878,2698,5.3112,36,230.4638,0.3915,0.0187,home,MF
44388,11072021U23 Vs Adama U201st half,Player 3,1st.quarter, game friendly-match,44388.4776,44388.50845,2666,4.6719,45,184.608,0.5373,0.2305,home,FW
44388,11072021U23 Vs Adama U201st half,Player 56,1st.quarter, game friendly-match,44388.47701,44388.509,2764,5.3265,37,213.1793,0.5401,0.0492,home,CB
44388,11072021U23 Vs Adama U201st half,Player 19,1st.quarter, game friendly-match,44388.47758,44388.50841,2664,5.557,57,252.2763,0.594,0.1608,home,FW
44388,11072021U23 Vs Adama U201st half,Player 1,1st.quarter, game friendly-match,44388.47733,44388.50872,2712,6.3515,60,260.8004,0.9385,0.0448,home,MF
44388,11072021U23 Vs Adama U201st half,Player 43,1st.quarter, game friendly-match,44388.47711,44388.50832,2696,4.814,36,211.9854,0.4071,0.0896,home,CB
44388,11072021U23 Vs Adama U201st half,Player 36,1st.quarter, game friendly-match,44388.47701,44388.50839,2711,5.3054,31,254.0845,0.4416,0.0652,home,FB
44388,11072021U23 Vs Adama U201st half,Player 66,1st.quarter, game friendly-match,44388.4771,44388.50831,2697,5.3398,55,236.9144,0.7899,0.0888,home,FB
44388,11072021U23 Vs Adama U201st half,Player 62,1st.quarter, game friendly-match,44388.4777,44388.50865,2674,5.2991,47,255.9182,0.5419,0.0441,home,MF
44388,11072021U23 Vs Adama U201st half,Player 35,2nd.quarter, game friendly-match,44388.51875,44388.53515,1418,2.9442,18,128.6835,0.1504,0.0315,home,MF
44388,11072021U23 Vs Adama U201st half,Player 56,2nd.quarter, game friendly-match,44388.51871,44388.54999,2702,4.983,32,199.9265,0.3232,0.0443,home,CB
44388,11072021U23 Vs Adama U201st half,Player 43,2nd.quarter, game friendly-match,44388.51874,44388.53536,1436,2.593,12,115.5193,0.1574,0.0533,home,CB
44388,11072021U23 Vs Adama U201st half,Player 36,2nd.quarter, game friendly-match,44388.51881,44388.5501,2703,4.8987,27,236.3271,0.3094,0.0467,home,FB
44388,11072021U23 Vs Adama U201st half,Player 66,2nd.quarter, game friendly-match,44388.51882,44388.54994,2689,4.8902,30,218.4608,0.3686,0.1031,home,FB
44388,11072021U23 Vs Adama U201st half,Player 62,2nd.quarter, game friendly-match,44388.51875,44388.53547,1445,2.9664,28,143.2317,0.2683,0.0572,home,MF
